RK,TIERS,PLAYER NAME,TEAM,POS,BYE WEEK,SOS SEASON,Taken
108,8,Kadarius Toney,KC,WR50,10,2 out of 5 stars,0
109,8,Skyy Moore,KC,WR51,10,2 out of 5 stars,0
110,8,Samaje Perine,DEN,RB36,9,4 out of 5 stars,0
111,8,David Njoku,CLE,TE10,5,3 out of 5 stars,0
112,8,Zach Charbonnet,SEA,RB37,5,2 out of 5 stars,0
113,8,Nico Collins,HOU,WR52,7,4 out of 5 stars,0
114,8,Aaron Rodgers,NYJ,QB15,7,2 out of 5 stars,0
115,8,Anthony Richardson,IND,QB16,11,4 out of 5 stars,0
116,8,Jamaal Williams,NO,RB38,11,4 out of 5 stars,0
117,8,Jerick McKinnon,KC,RB39,10,4 out of 5 stars,0
118,8,Allen Lazard,NYJ,WR53,7,3 out of 5 stars,0
119,8,Rondale Moore,ARI,WR54,14,3 out of 5 stars,0
120,8,Rashaad Penny,PHI,RB40,10,1 out of 5 stars,0
121,8,Jared Goff,DET,QB17,9,4 out of 5 stars,0
122,8,Tyler Boyd,CIN,WR55,7,4 out of 5 stars,0
123,8,Dalton Schultz,HOU,TE11,7,3 out of 5 stars,0
124,9,Darnell Mooney,CHI,WR56,13,3 out of 5 stars,0
125,9,Russell Wilson,DEN,QB18,9,4 out of 5 stars,0
126,9,Zay Jones,JAC,WR57,9,4 out of 5 stars,0
127,9,Tyler Higbee,LAR,TE12,10,2 out of 5 stars,0
128,9,Romeo Doubs,GB,WR58,6,3 out of 5 stars,0
129,9,Damien Harris,BUF,RB41,13,2 out of 5 stars,0
130,9,De'Von Achane,MIA,RB42,10,1 out of 5 stars,0
131,9,Odell Beckham Jr.,BAL,WR59,13,3 out of 5 stars,0
132,9,Adam Thielen,CAR,WR60,7,4 out of 5 stars,0
133,9,Chigoziem Okonkwo,TEN,TE13,7,3 out of 5 stars,0
134,9,Jameson Williams,DET,WR61,9,3 out of 5 stars,0
135,9,Elijah Mitchell,SF,RB43,9,4 out of 5 stars,0
136,9,Raheem Mostert,MIA,RB44,10,1 out of 5 stars,0
137,9,Jeff Wilson Jr.,MIA,RB45,10,1 out of 5 stars,0
138,9,Greg Dulcich,DEN,TE14,9,4 out of 5 stars,0
139,9,Cole Kmet,CHI,TE15,13,4 out of 5 stars,0
140,9,Jaylen Warren,PIT,RB46,6,3 out of 5 stars,0
141,9,Michael Gallup,DAL,WR62,7,2 out of 5 stars,0
142,9,Devin Singletary,HOU,RB47,7,3 out of 5 stars,0
143,9,Tyler Allgeier,ATL,RB48,11,4 out of 5 stars,0
144,9,DJ Chark Jr.,CAR,WR63,7,4 out of 5 stars,0
145,9,Gerald Everett,LAC,TE16,5,4 out of 5 stars,0
146,9,Matthew Stafford,LAR,QB19,10,2 out of 5 stars,0
147,9,Derek Carr,NO,QB20,11,5 out of 5 stars,0
148,9,Kenneth Gainwell,PHI,RB49,10,1 out of 5 stars,0
149,9,Dalton Kincaid,BUF,TE17,13,3 out of 5 stars,0
150,9,Donovan Peoples-Jones,CLE,WR64,5,3 out of 5 stars,0
151,9,K.J. Osborn,MIN,WR65,13,3 out of 5 stars,0
152,9,Ezekiel Elliott,NE,RB50,11,2 out of 5 stars,0
153,9,Kenny Pickett,PIT,QB21,6,2 out of 5 stars,0
154,10,Jordan Love,GB,QB22,6,5 out of 5 stars,0
155,10,Tank Bigsby,JAC,RB51,9,2 out of 5 stars,0
156,10,Alec Pierce,IND,WR66,11,4 out of 5 stars,0
157,10,Isaiah Hodgins,NYG,WR67,13,3 out of 5 stars,0
158,10,Hunter Renfrow,LV,WR68,13,2 out of 5 stars,0
159,10,Curtis Samuel,WAS,WR69,14,3 out of 5 stars,0
160,10,Juwan Johnson,NO,TE18,11,5 out of 5 stars,0
161,10,Rashid Shaheed,NO,WR70,11,4 out of 5 stars,0
162,10,Van Jefferson,LAR,WR71,10,3 out of 5 stars,0
163,10,Brock Purdy,SF,QB23,9,3 out of 5 stars,0
164,10,San Francisco 49ers,SF,DST1,9,1 out of 5 stars,0
165,10,Kendre Miller,NO,RB52,11,4 out of 5 stars,0
166,10,D'Onta Foreman,CHI,RB53,13,5 out of 5 stars,0
167,10,Jonathan Mingo,CAR,WR72,7,4 out of 5 stars,0
168,10,Sam LaPorta,DET,TE19,9,3 out of 5 stars,0
169,10,Dallas Cowboys,DAL,DST2,7,2 out of 5 stars,0
170,10,Darius Slayton,NYG,WR73,13,3 out of 5 stars,0
171,10,Bryce Young,CAR,QB24,7,4 out of 5 stars,0
172,10,Justin Tucker,BAL,K1,13,5 out of 5 stars,0
173,10,Philadelphia Eagles,PHI,DST3,10,2 out of 5 stars,0
174,10,Kyler Murray,ARI,QB25,14,2 out of 5 stars,0
175,10,Marquez Valdes-Scantling,KC,WR74,10,2 out of 5 stars,0
176,10,Roschon Johnson,CHI,RB54,13,5 out of 5 stars,0
177,10,Buffalo Bills,BUF,DST4,13,1 out of 5 stars,0
178,10,Parris Campbell,NYG,WR75,13,3 out of 5 stars,0
179,10,John Metchie III,HOU,WR76,7,4 out of 5 stars,0
180,10,DeVante Parker,NE,WR77,11,2 out of 5 stars,0
181,10,Irv Smith Jr.,CIN,TE20,7,4 out of 5 stars,0
182,10,Chuba Hubbard,CAR,RB55,7,4 out of 5 stars,0
183,10,Robert Woods,HOU,WR78,7,4 out of 5 stars,0
184,10,Tyler Bass,BUF,K2,13,4 out of 5 stars,0
185,10,Jayden Reed,GB,WR79,6,3 out of 5 stars,0
186,10,Chase Claypool,CHI,WR80,13,3 out of 5 stars,0
187,10,Hayden Hurst,CAR,TE21,7,3 out of 5 stars,0
188,10,Ryan Tannehill,TEN,QB26,7,4 out of 5 stars,0
189,10,Wan'Dale Robinson,NYG,WR81,13,3 out of 5 stars,0
190,10,Rashee Rice,KC,WR82,10,2 out of 5 stars,0
191,10,New England Patriots,NE,DST5,11,2 out of 5 stars,0
192,10,Harrison Butker,KC,K3,10,5 out of 5 stars,0
193,10,Marvin Mims Jr.,DEN,WR83,9,2 out of 5 stars,0
194,10,Jerome Ford,CLE,RB56,5,3 out of 5 stars,0
195,11,New York Jets,NYJ,DST6,7,2 out of 5 stars,0
196,11,Joshua Palmer,LAC,WR84,5,3 out of 5 stars,0
197,11,Evan McPherson,CIN,K4,7,0 out of 5 stars,0
198,11,Daniel Carlson,LV,K5,13,2 out of 5 stars,0
199,11,Baltimore Ravens,BAL,DST7,13,3 out of 5 stars,0
200,11,Sam Howell,WAS,QB27,14,1 out of 5 stars,0
201,11,Clyde Edwards-Helaire,KC,RB57,10,4 out of 5 stars,0
202,11,Gus Edwards,BAL,RB58,13,3 out of 5 stars,0
203,11,Allen Robinson II,PIT,WR85,6,3 out of 5 stars,0
204,11,Jalin Hyatt,NYG,WR86,13,3 out of 5 stars,0
205,11,Hunter Henry,NE,TE22,11,2 out of 5 stars,0
206,11,Denver Broncos,DEN,DST8,9,2 out of 5 stars,0
207,11,Trey McBride,ARI,TE23,14,2 out of 5 stars,0
208,11,Zamir White,LV,RB59,13,3 out of 5 stars,0
209,11,Mecole Hardman Jr.,NYJ,WR87,7,3 out of 5 stars,0
210,11,Dawson Knox,BUF,TE24,13,3 out of 5 stars,0
211,11,Mike Gesicki,NE,TE25,11,2 out of 5 stars,0
212,11,Cordarrelle Patterson,ATL,RB60,11,4 out of 5 stars,0
213,11,Kansas City Chiefs,KC,DST9,10,2 out of 5 stars,0
214,11,C.J. Stroud,HOU,QB28,7,3 out of 5 stars,0
215,11,Jimmy Garoppolo,LV,QB29,13,4 out of 5 stars,0
216,11,New Orleans Saints,NO,DST10,11,4 out of 5 stars,0
217,11,Corey Davis,NYJ,WR88,7,3 out of 5 stars,0
218,11,Josh Downs,IND,WR89,11,4 out of 5 stars,0
219,11,Mac Jones,NE,QB30,11,2 out of 5 stars,0
220,11,Tyquan Thornton,NE,WR90,11,2 out of 5 stars,0
221,11,Pittsburgh Steelers,PIT,DST11,6,4 out of 5 stars,0
222,11,Younghoe Koo,ATL,K6,11,4 out of 5 stars,0
223,11,Tyjae Spears,TEN,RB61,7,4 out of 5 stars,0
224,11,Miami Dolphins,MIA,DST12,10,3 out of 5 stars,0
225,11,Jason Sanders,MIA,K7,10,2 out of 5 stars,0
226,11,Cincinnati Bengals,CIN,DST13,7,4 out of 5 stars,0
227,11,Terrace Marshall Jr.,CAR,WR91,7,4 out of 5 stars,0
228,11,Noah Fant,SEA,TE26,5,2 out of 5 stars,0
229,11,Brandon McManus,JAC,K8,9,2 out of 5 stars,0
230,11,Leonard Fournette,FA,RB62,-,-,0
231,11,Jake Elliott,PHI,K9,10,2 out of 5 stars,0
232,11,Joshua Kelley,LAC,RB63,5,3 out of 5 stars,0
233,11,Michael Carter,NYJ,RB64,7,3 out of 5 stars,0
234,11,Zach Ertz,ARI,TE27,14,2 out of 5 stars,0
235,11,Tampa Bay Buccaneers,TB,DST14,5,4 out of 5 stars,0
236,11,Jason Myers,SEA,K10,5,2 out of 5 stars,0
237,11,Washington Commanders,WAS,DST15,14,3 out of 5 stars,0
238,11,Cleveland Browns,CLE,DST16,5,5 out of 5 stars,0
239,11,Kareem Hunt,FA,RB65,-,-,0
240,11,Khalil Shakir,BUF,WR92,13,2 out of 5 stars,0
241,12,Desmond Ridder,ATL,QB31,11,4 out of 5 stars,0
242,12,Green Bay Packers,GB,DST17,6,2 out of 5 stars,0
243,12,Mack Hollins,ATL,WR93,11,4 out of 5 stars,0
244,12,Richie James Jr.,KC,WR94,10,2 out of 5 stars,0
245,12,Tank Dell,HOU,WR95,7,4 out of 5 stars,0
246,12,Michael Mayer,LV,TE28,13,5 out of 5 stars,0
247,12,Los Angeles Chargers,LAC,DST18,5,2 out of 5 stars,0
248,12,Matt Gay,IND,K11,11,4 out of 5 stars,0
249,12,Chase Edmonds,TB,RB66,5,3 out of 5 stars,0
250,12,Marvin Jones Jr.,DET,WR96,9,3 out of 5 stars,0
251,12,Graham Gano,NYG,K12,13,0 out of 5 stars,0
252,12,Sterling Shepard,NYG,WR97,13,3 out of 5 stars,0
253,12,Josh Reynolds,DET,WR98,9,3 out of 5 stars,0
254,12,Greg Joseph,MIN,K13,13,1 out of 5 stars,0
255,12,Taysom Hill,NO,TE29,11,5 out of 5 stars,0
256,12,Russell Gage,TB,WR99,5,4 out of 5 stars,0
257,12,Jake Ferguson,DAL,TE30,7,3 out of 5 stars,0
258,12,Chase Brown,CIN,RB67,7,3 out of 5 stars,0
259,12,Greg Zuerlein,NYJ,K14,7,4 out of 5 stars,0
260,12,Nick Folk,NE,K15,11,2 out of 5 stars,0
261,12,Indianapolis Colts,IND,DST19,11,3 out of 5 stars,0
262,12,Cade Otton,TB,TE31,5,2 out of 5 stars,0
263,12,Jacksonville Jaguars,JAC,DST20,9,5 out of 5 stars,0
264,12,Kendrick Bourne,NE,WR100,11,2 out of 5 stars,0
265,12,Jelani Woods,IND,TE32,11,3 out of 5 stars,0
266,12,Wil Lutz,NO,K16,11,5 out of 5 stars,0
